n,times
1666,0.00024808
1667,0.00025932
1668,0.00025221
1669,0.00031555
1670,0.00035506
1671,0.00025912
1672,0.00031022
1673,0.00034761
1674,0.00025595
1675,0.00025851
1676,0.00027026
1677,0.00026958
1678,0.00034798
1679,0.00048982
1680,0.00026575
1681,0.00026752
1682,0.00026245
1683,0.00027209
1684,0.00027772
1685,0.00027240
1686,0.00036122
1687,0.00037038
1688,0.00027871
1689,0.00027359
1690,0.00034065
1691,0.00028922
1692,0.00045958
1693,0.00027611
1694,0.00028908
1695,0.00032154
1696,0.00036414
1697,0.00034158
1698,0.00026827
1699,0.00025875
1700,0.00026232
1701,0.00028900
1702,0.00036267
1703,0.00025326
1704,0.00028480
1705,0.00028795
1706,0.00029902
1707,0.00029007
1708,0.00054697
1709,0.00030330
1710,0.00026782
1711,0.00026720
1712,0.00038601
1713,0.00033292
1714,0.00026247
1715,0.00026470
1716,0.00034456
1717,0.00033754
1718,0.00026312
1719,0.00026064
1720,0.00031402
1721,0.00025356
1722,0.00026026
1723,0.00027194
1724,0.00026927
1725,0.00025441
1726,0.00026872
1727,0.00026677
1728,0.00026191
1729,0.00027090
1730,0.00026671
1731,0.00026931
1732,0.00025628
1733,0.00036873
1734,0.00029041
1735,0.00028473
1736,0.00026124
1737,0.00029565
1738,0.00033772
1739,0.00048007
1740,0.00032376
1741,0.00036570
1742,0.00034376
1743,0.00028156
1744,0.00038068
1745,0.00027447
1746,0.00049282
1747,0.00028749
1748,0.00035267
1749,0.00044703
1750,0.00045232
1751,0.00034048
1752,0.00029727
1753,0.00028906
1754,0.00033539
1755,0.00029029
1756,0.00027290
1757,0.00027606
1758,0.00035834
1759,0.00032665
1760,0.00044467
1761,0.00055204
1762,0.00030294
1763,0.00027051
1764,0.00033958
1765,0.00031632
1766,0.00027014
1767,0.00027773
1768,0.00027267
1769,0.00026393
1770,0.00026800
1771,0.00027148
1772,0.00027636
1773,0.00026667
1774,0.00031215
1775,0.00028480
1776,0.00031739
1777,0.00034264
1778,0.00030312
1779,0.00030204
1780,0.00028027
1781,0.00047514
1782,0.00035438
1783,0.00027815
1784,0.00027349
1785,0.00029847
1786,0.00026438
1787,0.00027592
1788,0.00027373
1789,0.00030862
1790,0.00027448
1791,0.00028081
1792,0.00028069
1793,0.00027292
1794,0.00028187
1795,0.00030385
1796,0.00028222
1797,0.00032303
1798,0.00027734
1799,0.00026718
1800,0.00028447
1801,0.00027610
1802,0.00027588
1803,0.00026836
1804,0.00028161
1805,0.00028447
1806,0.00029342
1807,0.00029137
1808,0.00031919
1809,0.00036022
1810,0.00035934
1811,0.00045779
1812,0.00044183
1813,0.00034417
1814,0.00027275
1815,0.00029495
1816,0.00030560
1817,0.00032171
1818,0.00028297
1819,0.00032450
1820,0.00029678
1821,0.00027231
1822,0.00028389
1823,0.00030708
1824,0.00039818
1825,0.00031320
1826,0.00028142
1827,0.00038251
1828,0.00046760
1829,0.00057178
1830,0.00035685
1831,0.00051236
1832,0.00041580
1833,0.00028647
1834,0.00027017
1835,0.00028369
1836,0.00028951
1837,0.00029505
1838,0.00028421
1839,0.00029075
1840,0.00029543
1841,0.00028886
1842,0.00028972
1843,0.00029792
1844,0.00029754
1845,0.00029643
1846,0.00031051
1847,0.00035976
1848,0.00032974
1849,0.00051440
1850,0.00031699
1851,0.00034055
1852,0.00034050
1853,0.00030768
1854,0.00029028
1855,0.00029052
1856,0.00027605
1857,0.00030564
1858,0.00034813
1859,0.00035452
1860,0.00030383
1861,0.00027994
1862,0.00031870
1863,0.00039810
1864,0.00028913
1865,0.00039820
1866,0.00031217
1867,0.00028937
1868,0.00028915
1869,0.00029852
1870,0.00036955
1871,0.00029688
1872,0.00041714
1873,0.00032621
1874,0.00031832
1875,0.00030499
1876,0.00027596
1877,0.00028076
1878,0.00031905
1879,0.00031904
1880,0.00033446
1881,0.00034827
1882,0.00037856
1883,0.00033099
1884,0.00041318
1885,0.00040431
1886,0.00030423
1887,0.00030594
1888,0.00040511
1889,0.00033520
1890,0.00042063
1891,0.00040554
1892,0.00037491
1893,0.00041979
1894,0.00035887
1895,0.00028881
1896,0.00028827
1897,0.00031202
1898,0.00029253
1899,0.00033377
1900,0.00030911
1901,0.00029945
1902,0.00031683
1903,0.00035098
1904,0.00031436
1905,0.00041772
1906,0.00032137
1907,0.00036929
1908,0.00054095
1909,0.00031707
1910,0.00031506
1911,0.00031446
1912,0.00031347
1913,0.00032704
1914,0.00035284
1915,0.00040761
1916,0.00030592
1917,0.00031320
1918,0.00030757
1919,0.00041620
1920,0.00039786
1921,0.00037503
1922,0.00037333
1923,0.00036803
1924,0.00053928
1925,0.00029304
1926,0.00028822
1927,0.00030027
1928,0.00030367
1929,0.00029611
1930,0.00036507
1931,0.00030813
1932,0.00030183
1933,0.00029674
1934,0.00038301
1935,0.00041703
1936,0.00032181
1937,0.00033597
1938,0.00032542
1939,0.00036537
1940,0.00039196
1941,0.00030950
1942,0.00051297
1943,0.00042772
1944,0.00033791
1945,0.00033754
1946,0.00032624
1947,0.00033326
1948,0.00034648
1949,0.00035070
1950,0.00030496
1951,0.00029474
1952,0.00048306
1953,0.00040421
1954,0.00028978
1955,0.00029953
1956,0.00032518
1957,0.00032628
1958,0.00033054
1959,0.00045464
1960,0.00035705
1961,0.00037002
1962,0.00032243
1963,0.00032990
1964,0.00033103
1965,0.00043043
1966,0.00043612
1967,0.00037946
1968,0.00048441
1969,0.00046619
1970,0.00041932
1971,0.00044414
1972,0.00035974
1973,0.00029397
1974,0.00031014
1975,0.00030449
1976,0.00030448
1977,0.00031542
1978,0.00035767
1979,0.00043373
1980,0.00044121
1981,0.00030805
1982,0.00029514
1983,0.00033394
1984,0.00040700
1985,0.00036031
1986,0.00041736
1987,0.00037782
1988,0.00039995
1989,0.00030580
1990,0.00030482
1991,0.00034894
1992,0.00042239
1993,0.00035921
1994,0.00034173
1995,0.00041684
1996,0.00047756
1997,0.00030224
1998,0.00041981
1999,0.00059442
2000,0.00030109
2001,0.00029783
2002,0.00030540
2003,0.00033619
2004,0.00042256
2005,0.00037012
2006,0.00039197
2007,0.00032289
2008,0.00032689
2009,0.00040470
2010,0.00031958
2011,0.00031038
2012,0.00040758
2013,0.00057899
2014,0.00036793
2015,0.00036465
2016,0.00037669
2017,0.00035308
2018,0.00036945
2019,0.00035045
2020,0.00038224
2021,0.00035693
2022,0.00033832
2023,0.00046398
2024,0.00037033
2025,0.00033328
2026,0.00035392
2027,0.00033417
2028,0.00041136
2029,0.00035061
2030,0.00036524
2031,0.00033702
2032,0.00031732
2033,0.00032177
2034,0.00036626
2035,0.00036540
2036,0.00035690
2037,0.00041399
2038,0.00043242
2039,0.00035060
2040,0.00036060
2041,0.00042417
2042,0.00039684
2043,0.00044577
2044,0.00033154
2045,0.00043394
2046,0.00042909
2047,0.00035035
2048,0.00030295
2049,0.00030381
2050,0.00031986
2051,0.00034338
2052,0.00037005
2053,0.00042136
2054,0.00033306
2055,0.00034514
2056,0.00034335
2057,0.00034296
2058,0.00033785
2059,0.00036266
2060,0.00038002
2061,0.00042719
2062,0.00037866
2063,0.00044006
2064,0.00035135
2065,0.00035106
2066,0.00041451
2067,0.00035595
2068,0.00037630
2069,0.00043328
2070,0.00034692
2071,0.00039221
2072,0.00051916
2073,0.00032934
2074,0.00032454
2075,0.00032493
2076,0.00032774
2077,0.00035833
2078,0.00044182
2079,0.00039799
2080,0.00036116
2081,0.00036050
2082,0.00036919
2083,0.00043980
2084,0.00035828
2085,0.00038365
2086,0.00041527
2087,0.00058976
2088,0.00036297
2089,0.00044640
2090,0.00034610
2091,0.00038298
2092,0.00032821
2093,0.00033138
2094,0.00037218
2095,0.00044141
2096,0.00033659
2097,0.00041071
2098,0.00043452
2099,0.00031054
2100,0.00032821
2101,0.00032465
2102,0.00035539
2103,0.00032908
2104,0.00035977
2105,0.00034686
2106,0.00047536
2107,0.00042585
2108,0.00037562
2109,0.00047129
2110,0.00042056
2111,0.00035563
2112,0.00041330
2113,0.00038554
2114,0.00034823
2115,0.00043209
2116,0.00032748
2117,0.00036581
2118,0.00042360
2119,0.00042477
2120,0.00053204
2121,0.00035442
2122,0.00048406
2123,0.00050583
2124,0.00036627
2125,0.00032930
2126,0.00032940
2127,0.00032743
2128,0.00034567
2129,0.00036719
2130,0.00038367
2131,0.00033614
2132,0.00035033
2133,0.00041005
2134,0.00036609
2135,0.00044848
2136,0.00046182
2137,0.00048889
2138,0.00031845
2139,0.00038217
2140,0.00052418
2141,0.00033182
2142,0.00040250
2143,0.00046466
2144,0.00038698
2145,0.00033251
2146,0.00034550
2147,0.00036882
2148,0.00039050
2149,0.00037869
2150,0.00036134
2151,0.00040424
2152,0.00040033
2153,0.00035730
2154,0.00042018
2155,0.00038416
2156,0.00061143
2157,0.00044332
2158,0.00036797
2159,0.00035693
2160,0.00048545
2161,0.00038621
2162,0.00044996
2163,0.00043568
2164,0.00045472
2165,0.00057988
2166,0.00033863
2167,0.00034044
2168,0.00044092
2169,0.00032930
2170,0.00033943
2171,0.00036528
2172,0.00034796
2173,0.00042492
2174,0.00044453
2175,0.00035742
2176,0.00034547
2177,0.00036353
2178,0.00043358
2179,0.00038805
2180,0.00037793
2181,0.00037967
2182,0.00037372
2183,0.00046175
2184,0.00044614
2185,0.00033846
2186,0.00045897
2187,0.00040782
2188,0.00034174
2189,0.00045454
2190,0.00035390
2191,0.00032962
2192,0.00034232
2193,0.00042478
2194,0.00039629
2195,0.00035030
2196,0.00041422
2197,0.00032799
2198,0.00035392
2199,0.00038784
2200,0.00039444
2201,0.00040916
2202,0.00039049
2203,0.00036287
2204,0.00039728
2205,0.00041789
2206,0.00037668
2207,0.00036317
2208,0.00045248
2209,0.00040752
2210,0.00037044
2211,0.00045708
2212,0.00043990
2213,0.00038314
2214,0.00062274
2215,0.00043926
2216,0.00045058
2217,0.00033161
2218,0.00033154
2219,0.00046759
2220,0.00036825
2221,0.00034921
2222,0.00044957
2223,0.00034780
2224,0.00050065
2225,0.00042084
2226,0.00038529
2227,0.00062872
2228,0.00034388
2229,0.00041354
2230,0.00049213
2231,0.00032918
2232,0.00038133
2233,0.00037770
2234,0.00041411
2235,0.00048202
2236,0.00048419
2237,0.00048284
2238,0.00033926
2239,0.00034188
2240,0.00037573
2241,0.00034108
2242,0.00047744
2243,0.00035666
2244,0.00036685
2245,0.00047493
2246,0.00044279
2247,0.00036451
2248,0.00035172
2249,0.00035593
2250,0.00044932
2251,0.00045338
2252,0.00035979
2253,0.00055354
2254,0.00035284
2255,0.00033908
2256,0.00034848
2257,0.00040227
2258,0.00036451
2259,0.00035993
2260,0.00035366
2261,0.00036678
2262,0.00045805
2263,0.00040893
2264,0.00045309
2265,0.00039433
2266,0.00041974
2267,0.00048123
2268,0.00043248
2269,0.00058147
2270,0.00049258
2271,0.00038784
2272,0.00037766
2273,0.00048397
2274,0.00057044
2275,0.00043029
2276,0.00050493
2277,0.00058231
2278,0.00044371
2279,0.00035597
2280,0.00035759
2281,0.00050691
2282,0.00035436
2283,0.00047068
2284,0.00035720
2285,0.00042572
2286,0.00037643
2287,0.00037300
2288,0.00039841
2289,0.00041139
2290,0.00038792
2291,0.00037006
2292,0.00040555
2293,0.00037623
2294,0.00040134
2295,0.00045537
2296,0.00042681
2297,0.00055073
2298,0.00041038
2299,0.00040371
2300,0.00048132
2301,0.00036286
2302,0.00036494
2303,0.00037627
2304,0.00039521
2305,0.00038958
2306,0.00041368
2307,0.00049955
2308,0.00042661
2309,0.00044206
2310,0.00041778
2311,0.00042521
2312,0.00047653
2313,0.00044566
2314,0.00048989
2315,0.00050146
2316,0.00052407
2317,0.00044991
2318,0.00041067
2319,0.00036935
2320,0.00045501
2321,0.00034800
2322,0.00049527
2323,0.00046816
2324,0.00036675
2325,0.00039765
2326,0.00045843
2327,0.00038352
2328,0.00040885
2329,0.00042570
2330,0.00038397
2331,0.00040008
2332,0.00040272
2333,0.00037835
2334,0.00039735
2335,0.00040030
2336,0.00054750
2337,0.00046938
2338,0.00038569
2339,0.00050159
2340,0.00042880
2341,0.00037453
2342,0.00037492
2343,0.00048643
2344,0.00037557
2345,0.00040905
2346,0.00037348
2347,0.00045512
2348,0.00041589
2349,0.00038381
2350,0.00041422
2351,0.00044035
2352,0.00044075
2353,0.00041994
2354,0.00049832
2355,0.00039330
2356,0.00040647
2357,0.00045603
2358,0.00040022
2359,0.00045162
2360,0.00065164
2361,0.00045692
2362,0.00050261
2363,0.00045512
2364,0.00039486
2365,0.00039159
2366,0.00037932
2367,0.00038275
2368,0.00039805
2369,0.00037252
2370,0.00040492
2371,0.00040441
2372,0.00044244
2373,0.00048152
2374,0.00045775
2375,0.00043521
2376,0.00067206
2377,0.00040162
2378,0.00040512
2379,0.00045676
2380,0.00040011
2381,0.00038965
2382,0.00047240
2383,0.00057136
2384,0.00039421
2385,0.00042176
2386,0.00051624
2387,0.00047275
2388,0.00037006
2389,0.00037586
2390,0.00046554
2391,0.00040219
2392,0.00038374
2393,0.00042657
2394,0.00042630
2395,0.00041947
2396,0.00043488
2397,0.00046992
2398,0.00064426
2399,0.00039559
2400,0.00045236
2401,0.00048561
2402,0.00041409
2403,0.00041766
2404,0.00050268
2405,0.00048860
2406,0.00041740
2407,0.00038476
2408,0.00038971
2409,0.00040000
2410,0.00039754
2411,0.00041317
2412,0.00043079
2413,0.00042420
2414,0.00048190
2415,0.00043858
2416,0.00041269
2417,0.00045076
2418,0.00053937
2419,0.00040125
2420,0.00042980
2421,0.00050996
2422,0.00055448
2423,0.00045716
2424,0.00056944
2425,0.00041362
2426,0.00040228
2427,0.00041611
2428,0.00036115
2429,0.00039517
2430,0.00040922
2431,0.00039029
2432,0.00042027
2433,0.00047104
2434,0.00040794
2435,0.00040771
2436,0.00042196
2437,0.00049010
2438,0.00044340
2439,0.00043643
2440,0.00046083
2441,0.00041549
2442,0.00041773
2443,0.00041684
2444,0.00044373
2445,0.00055738
2446,0.00050183
2447,0.00059548
2448,0.00041722
2449,0.00036468
2450,0.00037382
2451,0.00038518
2452,0.00041519
2453,0.00041751
2454,0.00043493
2455,0.00041498
2456,0.00046305
2457,0.00044082
2458,0.00042084
2459,0.00047197
2460,0.00061278
2461,0.00041894
2462,0.00042559
2463,0.00041983
2464,0.00041738
2465,0.00044616
2466,0.00045262
2467,0.00053682
2468,0.00049753
2469,0.00049384
2470,0.00040402
2471,0.00041325
2472,0.00042154
2473,0.00040450
2474,0.00041820
2475,0.00042818
2476,0.00040154
2477,0.00041887
2478,0.00048595
2479,0.00047491
2480,0.00053259
2481,0.00052390
2482,0.00047379
2483,0.00044962
2484,0.00044470
2485,0.00066765
2486,0.00040535
2487,0.00038457
2488,0.00037347
2489,0.00040653
2490,0.00043137
2491,0.00044409
2492,0.00046187
2493,0.00043473
2494,0.00047815
2495,0.00044748
2496,0.00047794
2497,0.00049128
2498,0.00042522
2499,0.00067276
2500,0.00043435
2501,0.00048863
2502,0.00052636
2503,0.00048367
2504,0.00057788
2505,0.00044296
2506,0.00045291
2507,0.00062220
2508,0.00039853
2509,0.00045994
2510,0.00043034
2511,0.00050097
2512,0.00057150
2513,0.00042212
2514,0.00047660
2515,0.00052865
2516,0.00037196
2517,0.00041989
2518,0.00043466
2519,0.00041840
2520,0.00056146
2521,0.00046408
2522,0.00038183
2523,0.00042385
2524,0.00043370
2525,0.00043830
2526,0.00060978
2527,0.00042567
2528,0.00063494
2529,0.00044895
2530,0.00040248
2531,0.00050798
2532,0.00045590
2533,0.00041535
2534,0.00044993
2535,0.00043972
2536,0.00048367
2537,0.00044988
2538,0.00043571
2539,0.00046646
2540,0.00045650
2541,0.00049391
2542,0.00049750
2543,0.00050680
2544,0.00052465
2545,0.00051485
2546,0.00044854
2547,0.00042754
2548,0.00061314
2549,0.00046848
2550,0.00046772
2551,0.00066212
2552,0.00045117
2553,0.00039795
2554,0.00040700
2555,0.00041079
2556,0.00042179
2557,0.00049392
2558,0.00045834
2559,0.00050684
2560,0.00051361
2561,0.00049507
2562,0.00044303
2563,0.00043494
2564,0.00047571
2565,0.00051772
2566,0.00045723
2567,0.00044113
2568,0.00051221
2569,0.00052306
2570,0.00073552
2571,0.00043090
2572,0.00055076
2573,0.00038951
2574,0.00040802
2575,0.00049367
2576,0.00041637
2577,0.00046012
2578,0.00054170
2579,0.00050874
2580,0.00062585
2581,0.00043317
2582,0.00043669
2583,0.00044517
2584,0.00066218
2585,0.00050501
2586,0.00054391
2587,0.00040233
2588,0.00038992
2589,0.00041308
2590,0.00050025
2591,0.00048926
2592,0.00041089
2593,0.00039684
2594,0.00044013
2595,0.00043151
2596,0.00053121
2597,0.00054749
2598,0.00056230
2599,0.00048638
2600,0.00047057
2601,0.00046570
2602,0.00043776
2603,0.00056474
2604,0.00044764
2605,0.00059538
2606,0.00041296
2607,0.00055164
2608,0.00050303
2609,0.00043996
2610,0.00042761
2611,0.00040837
2612,0.00041400
2613,0.00052844
2614,0.00046682
2615,0.00044458
2616,0.00043178
2617,0.00043521
2618,0.00050306
2619,0.00049734
2620,0.00058708
2621,0.00042959
2622,0.00045990
2623,0.00050328
2624,0.00044950
2625,0.00044355
2626,0.00052160
2627,0.00045272
2628,0.00071151
2629,0.00041467
2630,0.00047966
2631,0.00053830
2632,0.00040099
2633,0.00049834
2634,0.00052562
2635,0.00045740
2636,0.00042145
2637,0.00045783
2638,0.00041607
2639,0.00050598
2640,0.00047719
2641,0.00053856
2642,0.00052373
2643,0.00055904
2644,0.00056694
2645,0.00045043
2646,0.00045568
2647,0.00060575
2648,0.00061935
2649,0.00065754
2650,0.00044201
2651,0.00056227
2652,0.00050405
2653,0.00042857
2654,0.00050438
2655,0.00044647
2656,0.00043174
2657,0.00048108
2658,0.00058939
2659,0.00054041
2660,0.00062163
2661,0.00047463
2662,0.00053976
2663,0.00047391
2664,0.00046160
2665,0.00054166
2666,0.00044409
2667,0.00044156
2668,0.00045570
2669,0.00043733
2670,0.00045930
2671,0.00050867
2672,0.00048810
2673,0.00052459
2674,0.00053087
2675,0.00047581
2676,0.00054924
2677,0.00076305
2678,0.00050866
2679,0.00044064
2680,0.00046565
2681,0.00069972
2682,0.00046515
2683,0.00054027
2684,0.00060948
2685,0.00055317
2686,0.00047308
2687,0.00053075
2688,0.00057408
2689,0.00050581
2690,0.00058544
2691,0.00056050
2692,0.00044912
2693,0.00045072
2694,0.00046171
2695,0.00055930
2696,0.00051580
2697,0.00050924
2698,0.00046443
2699,0.00048496
2700,0.00053859
2701,0.00059423
2702,0.00047479
2703,0.00051000
2704,0.00068366
2705,0.00044475
2706,0.00053705
2707,0.00051037
2708,0.00043051
2709,0.00054535
2710,0.00050314
2711,0.00049257
2712,0.00057674
2713,0.00056982
2714,0.00058737
2715,0.00050290
2716,0.00046924
2717,0.00053774
2718,0.00055566
2719,0.00054975
2720,0.00043968
2721,0.00062003
2722,0.00043301
2723,0.00047720
2724,0.00074526
2725,0.00044225
2726,0.00047789
2727,0.00044168
2728,0.00047315
2729,0.00055033
2730,0.00052583
2731,0.00058537
2732,0.00046976
2733,0.00050516
2734,0.00048457
2735,0.00053738
2736,0.00053368
2737,0.00050209
2738,0.00059703
2739,0.00046611
2740,0.00054967
2741,0.00055310
2742,0.00043912
2743,0.00043793
2744,0.00049938
2745,0.00050757
2746,0.00055950
2747,0.00051211
2748,0.00047873
2749,0.00047470
2750,0.00054876
2751,0.00055154
2752,0.00066688
2753,0.00045378
2754,0.00047536
2755,0.00055875
2756,0.00057897
2757,0.00064122
2758,0.00056704
2759,0.00041597
2760,0.00046216
2761,0.00051012
2762,0.00059020
2763,0.00053757
2764,0.00050910
2765,0.00056143
2766,0.00048841
2767,0.00041430
2768,0.00051262
2769,0.00053180
2770,0.00060582
2771,0.00044459
2772,0.00047269
2773,0.00045442
2774,0.00046375
2775,0.00064650
2776,0.00045962
2777,0.00067426
2778,0.00065765
2779,0.00054005
2780,0.00043793
2781,0.00045938
2782,0.00053084
2783,0.00056808
2784,0.00053038
2785,0.00060877
2786,0.00058019
2787,0.00047980
2788,0.00057321
2789,0.00050518
2790,0.00045245
2791,0.00062552
2792,0.00057143
2793,0.00047899
2794,0.00054864
2795,0.00057939
2796,0.00060747
2797,0.00073920
2798,0.00053938
2799,0.00048570
2800,0.00057142
2801,0.00047290
2802,0.00047114
2803,0.00053407
2804,0.00051512
2805,0.00054768
2806,0.00046699
2807,0.00052894
2808,0.00049836
2809,0.00052655
2810,0.00063640
2811,0.00044917
2812,0.00042505
2813,0.00052119
2814,0.00055148
2815,0.00047748
2816,0.00052674
2817,0.00049887
2818,0.00056078
2819,0.00056475
2820,0.00050379
2821,0.00048352
2822,0.00051051
2823,0.00052838
2824,0.00047027
2825,0.00060397
2826,0.00063020
2827,0.00070101
2828,0.00055558
2829,0.00058984
2830,0.00045043
2831,0.00044676
2832,0.00053515
2833,0.00050100
2834,0.00049315
2835,0.00053836
2836,0.00057824
2837,0.00044946
2838,0.00054841
2839,0.00060636
2840,0.00052774
2841,0.00047102
2842,0.00062708
2843,0.00061884
2844,0.00053953
2845,0.00045525
2846,0.00063121
2847,0.00044141
2848,0.00061452
2849,0.00053257
2850,0.00043561
2851,0.00060779
2852,0.00047849
2853,0.00056809
2854,0.00047985
2855,0.00048584
2856,0.00052177
2857,0.00059645
2858,0.00061345
2859,0.00053973
2860,0.00059785
2861,0.00047660
2862,0.00051928
2863,0.00059781
2864,0.00055418
2865,0.00065585
2866,0.00046754
2867,0.00058746
2868,0.00047855
2869,0.00048885
2870,0.00051677
2871,0.00047497
2872,0.00055506
2873,0.00049982
2874,0.00053623
2875,0.00054292
2876,0.00052964
2877,0.00052948
2878,0.00060787
2879,0.00060889
2880,0.00084579
2881,0.00056791
2882,0.00045383
2883,0.00055700
2884,0.00052244
2885,0.00057343
2886,0.00053496
2887,0.00053591
2888,0.00046479
2889,0.00047324
2890,0.00078197
2891,0.00048156
2892,0.00052786
2893,0.00053993
2894,0.00048347
2895,0.00047438
2896,0.00048738
2897,0.00072618
2898,0.00058887
2899,0.00062808
2900,0.00047236
2901,0.00059430
2902,0.00054763
2903,0.00060663
2904,0.00050687
2905,0.00051942
2906,0.00047144
2907,0.00051871
2908,0.00051698
2909,0.00051211
2910,0.00053713
2911,0.00057141
2912,0.00049491
2913,0.00059377
2914,0.00055500
2915,0.00059249
2916,0.00064115
2917,0.00048817
2918,0.00065510
2919,0.00045539
2920,0.00050457
2921,0.00051167
2922,0.00058171
2923,0.00058664
2924,0.00053976
2925,0.00044860
2926,0.00052744
2927,0.00052768
2928,0.00076183
2929,0.00054067
2930,0.00052786
2931,0.00065396
2932,0.00051923
2933,0.00054631
2934,0.00053314
2935,0.00058687
2936,0.00055110
2937,0.00073380
2938,0.00045757
2939,0.00047399
2940,0.00046361
2941,0.00054850
2942,0.00054053
2943,0.00049902
2944,0.00048825
2945,0.00058320
2946,0.00052130
2947,0.00051687
2948,0.00056454
2949,0.00084434
2950,0.00044530
2951,0.00054040
2952,0.00048273
2953,0.00050716
2954,0.00048130
2955,0.00052519
2956,0.00057083
2957,0.00056692
2958,0.00059761
2959,0.00056148
2960,0.00059923
2961,0.00055268
2962,0.00057129
2963,0.00053910
2964,0.00053579
2965,0.00060862
2966,0.00064077
2967,0.00054585
2968,0.00064217
2969,0.00051662
2970,0.00058881
2971,0.00055900
2972,0.00058517
2973,0.00047086
2974,0.00044339
2975,0.00061710
2976,0.00057533
2977,0.00055191
2978,0.00061808
2979,0.00057827
2980,0.00051863
2981,0.00058942
2982,0.00053397
2983,0.00058414
2984,0.00058807
2985,0.00068211
2986,0.00065676
2987,0.00046066
2988,0.00047413
2989,0.00056884
2990,0.00052256
2991,0.00054296
2992,0.00052211
2993,0.00049656
2994,0.00056432
2995,0.00054148
2996,0.00053231
2997,0.00056038
2998,0.00053821
2999,0.00055885
3000,0.00059893
3001,0.00057035
3002,0.00055181
3003,0.00063541
3004,0.00072098
3005,0.00056278
3006,0.00061067
3007,0.00048977
3008,0.00048162
3009,0.00058181
3010,0.00057641
3011,0.00057072
3012,0.00056453
3013,0.00054890
3014,0.00058988
3015,0.00052698
3016,0.00070124
3017,0.00050898
3018,0.00065825
3019,0.00047792
3020,0.00059142
3021,0.00056035
3022,0.00060231
3023,0.00049560
3024,0.00050471
3025,0.00058346
3026,0.00056173
3027,0.00056943
3028,0.00061679
3029,0.00055685
3030,0.00063217
3031,0.00060138
3032,0.00054417
3033,0.00053027
3034,0.00056187
3035,0.00076351
3036,0.00052500
3037,0.00070479
3038,0.00047912
3039,0.00065090
3040,0.00057788
3041,0.00055479
3042,0.00052584
3043,0.00055785
3044,0.00060675
3045,0.00054523
3046,0.00053523
3047,0.00056829
3048,0.00081357
3049,0.00054663
3050,0.00059665
3051,0.00061920
3052,0.00060592
3053,0.00062221
3054,0.00051388
3055,0.00063865
3056,0.00051940
3057,0.00049438
3058,0.00059747
3059,0.00057453
3060,0.00052149
3061,0.00054926
3062,0.00054698
3063,0.00054223
3064,0.00058102
3065,0.00079590
3066,0.00055661
3067,0.00051642
3068,0.00060927
3069,0.00057747
3070,0.00060982
3071,0.00063907
3072,0.00074028
3073,0.00053313
3074,0.00076485
3075,0.00056290
3076,0.00048760
3077,0.00049150
3078,0.00053742
3079,0.00057769
3080,0.00054051
3081,0.00062801
3082,0.00072174
3083,0.00078446
3084,0.00053341
3085,0.00062159
3086,0.00076532
3087,0.00055374
3088,0.00059236
3089,0.00054812
3090,0.00049361
3091,0.00056400
3092,0.00054104
3093,0.00057591
3094,0.00065408
3095,0.00057966
3096,0.00058944
3097,0.00056832
3098,0.00056450
3099,0.00073280
3100,0.00061454
3101,0.00056310
3102,0.00076138
3103,0.00061952
3104,0.00067098
3105,0.00067846
3106,0.00049497
3107,0.00058179
3108,0.00057726
3109,0.00048904
3110,0.00059676
3111,0.00056591
3112,0.00056180
3113,0.00058465
3114,0.00072289
3115,0.00055378
3116,0.00061540
3117,0.00059575
3118,0.00060626
3119,0.00060359
3120,0.00064182
3121,0.00050428
3122,0.00065062
3123,0.00079128
3124,0.00052318
3125,0.00061029
3126,0.00072263
3127,0.00051783
3128,0.00053802
3129,0.00065736
3130,0.00065577
3131,0.00062782
3132,0.00063573
3133,0.00063114
3134,0.00056979
3135,0.00056119
3136,0.00066183
3137,0.00057054
3138,0.00081635
3139,0.00055534
3140,0.00066842
3141,0.00050611
3142,0.00060009
3143,0.00063654
3144,0.00051781
3145,0.00051181
3146,0.00066039
3147,0.00066067
3148,0.00065830
3149,0.00062520
3150,0.00078775
3151,0.00061130
3152,0.00078366
3153,0.00059167
3154,0.00061160
3155,0.00059465
3156,0.00063682
3157,0.00068835
3158,0.00067938
3159,0.00086513
3160,0.00060917
3161,0.00054822
3162,0.00063943
3163,0.00056171
3164,0.00062083
3165,0.00057499
3166,0.00056836
3167,0.00068363
3168,0.00060389
3169,0.00066497
3170,0.00049945
3171,0.00058021
3172,0.00058874
3173,0.00057346
3174,0.00054169
3175,0.00062618
3176,0.00056803
3177,0.00055909
3178,0.00058055
3179,0.00063450
3180,0.00061964
3181,0.00058681
3182,0.00054291
3183,0.00065742
3184,0.00060377
3185,0.00069398
3186,0.00064342
3187,0.00072308
3188,0.00050520
3189,0.00053822
3190,0.00060385
3191,0.00058456
3192,0.00063481
3193,0.00052784
3194,0.00057799
3195,0.00059534
3196,0.00055977
3197,0.00072514
3198,0.00065838
3199,0.00062427
3200,0.00065607
3201,0.00053564
3202,0.00085946
3203,0.00054695
3204,0.00067282
3205,0.00050827
3206,0.00058869
3207,0.00059120
3208,0.00050953
3209,0.00062229
3210,0.00055972
3211,0.00057344
3212,0.00060381
3213,0.00058201
3214,0.00068355
3215,0.00056870
3216,0.00067711
3217,0.00064151
3218,0.00050407
3219,0.00061108
3220,0.00048147
